Layer 0f0 - 0f1
-30,-12,-7,-15,-17,-11,-12,-6,-8,0
-28,-9,-2,-10,-12,-6,-8,-2,-4,0
-25,-4,4,-4,-6,-5,-7,-1,-6,0
-24,-3,1,0,-2,0,-2,4,-1,0
-19,-2,2,1,-1,1,0,2,-1,0
-14,-3,-3,0,-2,0,-1,1,-1,0
-15,-5,-5,-2,-4,0,-2,0,-4,0
-9,-4,-4,-1,-3,1,0,-3,-3,0
4,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 1f1
-12,-12,-7,-15,-17,-11,-12,-6,-8,0
-9,-9,-2,-10,-12,-6,-8,-2,-4,0
-4,-4,4,-4,-6,-5,-7,-1,-6,0
-3,-3,1,0,-2,0,-2,4,-1,0
-2,-2,2,1,-1,1,0,2,-1,0
-3,-3,-3,0,-2,0,-1,1,-1,0
-5,-5,-5,-2,-4,0,-2,0,-4,0
-4,-4,-4,-1,-3,1,0,-3,-3,0
9,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 2f1
-7,-7,-7,-15,-17,-11,-12,-6,-8,0
-2,-2,-2,-10,-12,-6,-8,-2,-4,0
4,4,4,-4,-6,-5,-7,-1,-6,0
1,1,1,0,-2,0,-2,4,-1,0
2,2,2,1,-1,1,0,2,-1,0
-3,-3,-3,0,-2,0,-1,1,-1,0
-5,-5,-5,-2,-4,0,-2,0,-4,0
-4,-4,-4,-1,-3,1,0,-3,-3,0
9,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 3f1
-15,-15,-15,-15,-17,-11,-12,-6,-8,0
-10,-10,-10,-10,-12,-6,-8,-2,-4,0
-4,-4,-4,-4,-6,-5,-7,-1,-6,0
0,0,0,0,-2,0,-2,4,-1,0
1,1,1,1,-1,1,0,2,-1,0
0,0,0,0,-2,0,-1,1,-1,0
-2,-2,-2,-2,-4,0,-2,0,-4,0
-1,-1,-1,-1,-3,1,0,-3,-3,0
9,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 4f1
-17,-17,-17,-17,-17,-11,-12,-6,-8,0
-12,-12,-12,-12,-12,-6,-8,-2,-4,0
-6,-6,-6,-6,-6,-5,-7,-1,-6,0
-2,-2,-2,-2,-2,0,-2,4,-1,0
-1,-1,-1,-1,-1,1,0,2,-1,0
-2,-2,-2,-2,-2,0,-1,1,-1,0
-4,-4,-4,-4,-4,0,-2,0,-4,0
-3,-3,-3,-3,-3,1,0,-3,-3,0
7,7,7,7,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 5f1
-11,-11,-11,-11,-11,-11,-12,-6,-8,0
-6,-6,-6,-6,-6,-6,-8,-2,-4,0
-5,-5,-5,-5,-5,-5,-7,-1,-6,0
0,0,0,0,0,0,-2,4,-1,0
1,1,1,1,1,1,0,2,-1,0
0,0,0,0,0,0,-1,1,-1,0
0,0,0,0,0,0,-2,0,-4,0
1,1,1,1,1,1,0,-3,-3,0
7,7,7,7,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 6f1
-12,-12,-12,-12,-12,-12,-12,-6,-8,0
-8,-8,-8,-8,-8,-8,-8,-2,-4,0
-7,-7,-7,-7,-7,-7,-7,-1,-6,0
-2,-2,-2,-2,-2,-2,-2,4,-1,0
0,0,0,0,0,0,0,2,-1,0
-1,-1,-1,-1,-1,-1,-1,1,-1,0
-2,-2,-2,-2,-2,-2,-2,0,-4,0
0,0,0,0,0,0,0,-3,-3,0
7,7,7,7,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 7f1
-6,-6,-6,-6,-6,-6,-6,-6,-8,0
-2,-2,-2,-2,-2,-2,-2,-2,-4,0
-1,-1,-1,-1,-1,-1,-1,-1,-6,0
4,4,4,4,4,4,4,4,-1,0
2,2,2,2,2,2,2,2,-1,0
1,1,1,1,1,1,1,1,-1,0
0,0,0,0,0,0,0,0,-4,0
-3,-3,-3,-3,-3,-3,-3,-3,-3,0
4,4,4,4,4,4,4,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 8f1
-8,-8,-8,-8,-8,-8,-8,-8,-8,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,0
-6,-6,-6,-6,-6,-6,-6,-6,-6,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,0
-3,-3,-3,-3,-3,-3,-3,-3,-3,0
4,4,4,4,4,4,4,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 0f0 - 9f1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Layer 1f0 - 0f1
-11,3,8,0,-2,4,-2,4,4,0
-9,6,13,5,3,9,2,8,8,0
-4,13,21,13,11,12,5,11,6,0
-8,9,13,12,10,12,5,11,6,0
-3,10,14,13,11,13,7,9,6,0
2,9,9,12,10,12,6,8,6,0
1,7,7,10,8,12,5,7,3,0
-2,3,3,6,4,8,2,-1,-1,0
4,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 1f0 - 1f1
3,3,8,0,-2,4,-2,4,4,0
6,6,13,5,3,9,2,8,8,0
13,13,21,13,11,12,5,11,6,0
9,9,13,12,10,12,5,11,6,0
10,10,14,13,11,13,7,9,6,0
9,9,9,12,10,12,6,8,6,0
7,7,7,10,8,12,5,7,3,0
3,3,3,6,4,8,2,-1,-1,0
9,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 1f0 - 2f1
8,8,8,0,-2,4,-2,4,4,0
13,13,13,5,3,9,2,8,8,0
21,21,21,13,11,12,5,11,6,0
13,13,13,12,10,12,5,11,6,0
14,14,14,13,11,13,7,9,6,0
9,9,9,12,10,12,6,8,6,0
7,7,7,10,8,12,5,7,3,0
3,3,3,6,4,8,2,-1,-1,0
9,9,9,9,7,7,7,4,4,0
0,0,0,0,0,0,0,0,0,0
Layer 1f0 - 3f1
