Layer 0f0 - 0f1
-37,-36,-30,-24,-15,-20,-9,-10,-14,-18,-16,-19,-18,-17,-13,-13,-19,-11,-10,-4,-14,-5,-7,-10,0
-31,-35,-29,-23,-14,-19,-6,-7,-11,-15,-13,-16,-15,-14,-10,-10,-16,-11,-10,-4,-14,-5,-7,-10,0
-28,-32,-26,-20,-11,-16,-3,-4,-8,-12,-12,-15,-14,-13,-9,-9,-15,-10,-10,-4,-14,-5,-7,-10,0
-28,-32,-26,-20,-11,-16,-3,-4,-8,-12,-12,-15,-14,-13,-9,-9,-15,-10,-10,-4,-14,-5,-7,-10,0
-26,-30,-24,-17,-8,-10,2,1,-3,-7,-7,-10,-9,-8,-4,-5,-11,-6,-6,0,-10,-1,-3,-10,0
-28,-32,-26,-17,-8,-10,2,3,-1,-5,-5,-8,-7,-11,-7,-8,-14,-9,-9,-3,-11,-2,-3,-10,0
-17,-21,-15,-9,0,-2,7,7,3,-1,-1,-4,-3,-7,-3,-4,-10,-5,-5,1,-7,-3,-4,-10,0
-11,-15,-9,-3,6,4,10,10,6,2,2,-1,0,-2,2,1,-5,0,0,6,-2,2,-4,-10,0
-10,-14,-8,-2,7,6,12,12,11,7,7,4,4,2,6,5,-1,4,4,6,-2,2,-4,-10,0
-18,-22,-16,-10,-1,-2,4,4,3,3,3,0,0,-2,2,1,-5,4,4,6,-2,-2,-4,-10,0
-17,-21,-15,-9,-4,-5,1,1,0,0,0,-3,-3,-5,-1,-2,-8,1,1,3,-1,-2,-4,-10,0
-16,-20,-14,-8,-3,-4,2,2,1,1,1,-2,-2,-4,0,-1,-6,-1,-1,1,-3,-2,-4,-10,0
-14,-18,-13,-7,-2,-3,3,3,2,2,2,-1,-1,-3,1,0,-5,0,0,2,-2,-2,-4,-10,0
-15,-19,-14,-8,-3,-4,2,2,1,1,1,-2,-2,-4,0,-1,-6,-1,-1,1,-2,-2,-4,-10,0
-10,-14,-9,-8,-3,-3,-2,-2,1,1,1,-2,-2,-4,0,-1,-6,-1,-1,1,-2,-2,-4,-10,0
-6,-10,-6,-5,0,0,0,0,3,3,3,0,0,-2,2,1,-4,1,1,3,-1,-1,-4,-10,0
-6,-10,-6,-5,0,0,0,0,3,3,3,0,0,-2,2,1,-4,1,1,3,-1,-1,-4,-10,0
