Layer 0f0 - 0f1
6,5,9,8,0
9,12,12,11,0
9,12,12,8,0
3,6,8,-1,0
0,0,0,0,0
Layer 0f0 - 1f1
5,5,9,8,0
12,12,12,11,0
12,12,12,8,0
6,6,8,-1,0
0,0,0,0,0
Layer 0f0 - 2f1
9,9,9,8,0
12,12,12,11,0
12,12,12,8,0
8,8,8,-1,0
0,0,0,0,0
Layer 0f0 - 3f1
8,8,8,8,0
11,11,11,11,0
8,8,8,8,0
-1,-1,-1,-1,0
0,0,0,0,0
Layer 0f0 - 4f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 1f0 - 0f1
-10,-4,-1,2,0
0,2,1,0,0
5,5,4,0,0
7,7,8,-1,0
0,0,0,0,0
Layer 1f0 - 1f1
-4,-4,-1,2,0
2,2,1,0,0
5,5,4,0,0
7,7,8,-1,0
0,0,0,0,0
Layer 1f0 - 2f1
-1,-1,-1,2,0
1,1,1,0,0
4,4,4,0,0
8,8,8,-1,0
0,0,0,0,0
Layer 1f0 - 3f1
2,2,2,2,0
0,0,0,0,0
0,0,0,0,0
-1,-1,-1,-1,0
0,0,0,0,0
Layer 1f0 - 4f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 2f0 - 0f1
-6,3,0,8,0
-1,1,-1,3,0
4,4,2,3,0
9,9,7,3,0
0,0,0,0,0
Layer 2f0 - 1f1
3,3,0,8,0
1,1,-1,3,0
4,4,2,3,0
9,9,7,3,0
0,0,0,0,0
Layer 2f0 - 2f1
0,0,0,8,0
-1,-1,-1,3,0
2,2,2,3,0
7,7,7,3,0
0,0,0,0,0
Layer 2f0 - 3f1
8,8,8,8,0
3,3,3,3,0
3,3,3,3,0
3,3,3,3,0
0,0,0,0,0
Layer 2f0 - 4f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 3f0 - 0f1
-13,1,-4,1,0
-7,-2,-5,0,0
2,2,-1,0,0
7,7,4,0,0
0,0,0,0,0
Layer 3f0 - 1f1
1,1,-4,1,0
-2,-2,-5,0,0
2,2,-1,0,0
7,7,4,0,0
0,0,0,0,0
Layer 3f0 - 2f1
-4,-4,-4,1,0
-5,-5,-5,0,0
-1,-1,-1,0,0
4,4,4,0,0
0,0,0,0,0
Layer 3f0 - 3f1
1,1,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 3f0 - 4f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 4f0 - 0f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 4f0 - 1f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 4f0 - 2f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 4f0 - 3f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
Layer 4f0 - 4f1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
