0 0 0 3
0 0 2 1
0 1 0 4
0 2 0 3
0 3 0 2
0 4 4 1
0 5 1 1
0 6 2 1
0 8 2 1
0 9 4 -2
0 10 2 -2
1 0 0 4
1 0 1 1
1 0 2 1
1 2 0 -1
1 5 4 1
1 6 0 -1
1 6 2 1
1 9 2 1
1 9 3 1
1 10 2 1
1 11 3 -2
2 0 0 5
2 1 0 4
2 3 0 1
2 5 0 1
2 6 5 -1
2 7 0 1
2 7 1 -3
2 7 4 2
2 8 0 -1
2 8 4 -1
2 9 2 -2
2 12 7 1
3 0 0 11
3 1 0 1
3 1 2 1
3 2 3 1
3 3 4 1
3 3 5 -2
3 4 4 1
3 5 4 1
3 6 2 1
3 7 4 -1
3 7 6 -1
3 8 3 -1
3 9 5 1
3 10 7 1
3 11 7 -2
3 13 12 -1
4 0 0 5
4 0 4 1
4 1 0 1
4 2 0 1
4 2 1 3
4 2 2 -1
4 2 3 1
4 2 5 -1
4 3 1 -2
4 4 0 1
4 4 4 -2
4 5 0 1
4 5 1 -1
4 5 9 -1
4 6 1 1
4 6 4 1
4 6 6 -1
4 7 5 1
4 8 5 1
4 8 9 -1
4 9 2 -1
4 9 5 -3
4 10 10 -1
4 13 12 1
5 0 0 7
5 0 1 -1
5 0 4 -1
5 1 0 2
5 2 1 1
5 3 0 1
5 4 0 -1
5 4 2 1
5 5 1 -1
5 5 5 1
5 5 7 -1
5 6 4 1
5 6 6 -1
5 7 4 -1
5 7 8 1
5 8 8 -1
5 9 2 1
5 9 4 -1
5 9 8 -1
5 9 9 -1
5 10 2 -2
5 10 3 -1
5 10 4 -1
5 10 6 1
5 10 9 -1
5 11 9 1
5 12 4 1
5 15 7 1
6 0 0 15
6 0 1 1
6 0 2 1
6 0 4 1
6 1 0 -2
6 1 5 1
6 2 1 -2
6 2 2 1
6 3 3 2
6 3 4 1
6 4 4 -1
6 5 6 1
6 6 4 -1
6 6 6 -1
6 6 7 1
6 6 9 -1
6 7 1 1
6 7 2 -1
6 7 9 -2
6 8 0 -1
6 8 3 -1
6 8 5 2
6 8 7 1
6 8 10 -1
6 9 0 1
6 9 5 1
6 9 7 -1
6 10 5 -1
6 10 6 -1
6 10 9 -1
6 11 7 1
6 12 10 1
6 15 10 1
7 0 0 11
7 0 1 1
7 0 2 1
7 1 0 2
7 1 1 -1
7 2 4 1
7 3 0 -2
7 3 2 1
7 4 5 -1
7 5 0 -1
7 6 1 -3
7 6 4 -2
7 6 5 -1
7 6 6 1
7 7 0 -1
7 7 2 2
7 7 4 1
7 7 5 -1
7 7 9 -1
7 8 6 -1
7 8 8 -1
7 9 4 -2
7 9 6 -1
7 9 7 -1
7 9 8 1
7 11 14 1
7 15 12 -1
8 0 0 22
8 0 1 2
8 0 4 1
8 1 0 1
8 1 2 1
8 2 1 1
8 2 2 -4
8 2 3 2
8 2 4 -1
8 3 3 -1
8 3 6 1
8 4 1 -1
8 4 2 1
8 4 3 -1
8 4 4 1
8 4 6 1
8 5 2 1
8 5 5 1
8 5 6 1
8 5 9 1
8 6 0 1
8 6 3 1
8 6 5 3
8 6 7 -2
8 7 2 -1
8 7 3 -4
8 7 4 -1
8 7 5 -2
8 8 0 -1
8 8 5 -1
8 8 6 -1
8 8 8 -4
8 8 10 -1
8 10 0 -1
8 10 7 2
8 10 9 1
8 13 11 1
8 14 12 -1
9 0 0 8
9 0 1 -2
9 1 0 -2
9 1 1 -1
9 2 0 1
9 2 2 1
9 2 3 -2
9 2 4 -1
9 4 4 1
9 5 5 -1
9 5 6 -1
9 6 1 -1
9 6 3 -1
9 6 5 -1
9 6 8 1
9 7 7 -1
9 7 8 -2
9 7 10 -1
9 8 3 -1
9 8 4 -1
9 8 6 -1
9 9 2 -1
9 9 5 -2
9 10 2 1
9 10 5 1
9 10 8 1
9 11 8 -1
9 11 10 -1
9 14 7 1
9 15 11 -1
9 15 12 -1
9 15 13 1
10 0 0 16
10 0 1 1
10 0 3 1
10 2 0 1
10 2 1 1
10 2 8 1
10 3 0 -1
10 3 4 1
10 4 1 1
10 4 2 -1
10 4 3 2
10 4 4 -3
10 4 5 -1
10 4 6 1
10 4 8 -1
10 5 0 1
10 5 1 -1
10 5 2 -2
10 5 4 1
10 5 5 -1
10 6 1 1
10 6 3 -1
10 6 5 -2
